datetime,hour,day_of_week,is_holiday,traffic_volume
2023-01-07 19:00:00,19,5,0,903
2023-01-07 20:00:00,20,5,0,828
2023-01-07 21:00:00,21,5,0,753
2023-01-07 22:00:00,22,5,0,1150
2023-01-07 23:00:00,23,5,0,1140
2023-01-08 00:00:00,0,6,0,1280
2023-01-08 01:00:00,1,6,0,1472
2023-01-08 02:00:00,2,6,0,1585
2023-01-08 03:00:00,3,6,0,1699
2023-01-08 04:00:00,4,6,0,1570
2023-01-08 05:00:00,5,6,0,1838
2023-01-08 06:00:00,6,6,0,1609
2023-01-08 07:00:00,7,6,0,1859
2023-01-08 08:00:00,8,6,0,1844
2023-01-08 09:00:00,9,6,0,1516
2023-01-08 10:00:00,10,6,0,1582
2023-01-08 11:00:00,11,6,0,1535
2023-01-08 12:00:00,12,6,0,1255
2023-01-08 13:00:00,13,6,0,1237
2023-01-08 14:00:00,14,6,0,771
2023-01-08 15:00:00,15,6,0,1056
2023-01-08 16:00:00,16,6,0,869
2023-01-08 17:00:00,17,6,0,791
2023-01-08 18:00:00,18,6,0,898
2023-01-08 19:00:00,19,6,0,989
2023-01-08 20:00:00,20,6,0,915
2023-01-08 21:00:00,21,6,0,1107
2023-01-08 22:00:00,22,6,0,894
2023-01-08 23:00:00,23,6,0,1237
2023-01-09 00:00:00,0,0,0,1686
2023-01-09 01:00:00,1,0,0,1750
2023-01-09 02:00:00,2,0,0,1757
2023-01-09 03:00:00,3,0,0,2114
2023-01-09 04:00:00,4,0,0,2220
2023-01-09 05:00:00,5,0,0,2317
2023-01-09 06:00:00,6,0,0,2317
2023-01-09 07:00:00,7,0,0,2105
2023-01-09 08:00:00,8,0,0,2262
2023-01-09 09:00:00,9,0,0,2193
2023-01-09 10:00:00,10,0,0,1924
2023-01-09 11:00:00,11,0,0,1832
2023-01-09 12:00:00,12,0,0,1606
2023-01-09 13:00:00,13,0,0,1718
2023-01-09 14:00:00,14,0,0,1298
2023-01-09 15:00:00,15,0,0,1399
2023-01-09 16:00:00,16,0,0,1207
2023-01-09 17:00:00,17,0,0,1106
2023-01-09 18:00:00,18,0,0,1012
2023-01-09 19:00:00,19,0,0,1195
2023-01-09 20:00:00,20,0,0,1140
2023-01-09 21:00:00,21,0,0,1352
2023-01-09 22:00:00,22,0,0,1626
2023-01-09 23:00:00,23,0,0,1590
2023-01-10 00:00:00,0,1,0,1899
2023-01-10 01:00:00,1,1,0,1731
2023-01-10 02:00:00,2,1,0,1821
2023-01-10 03:00:00,3,1,0,1950
2023-01-10 04:00:00,4,1,0,2126
2023-01-10 05:00:00,5,1,0,2455
2023-01-10 06:00:00,6,1,0,2033
2023-01-10 07:00:00,7,1,0,2244
2023-01-10 08:00:00,8,1,0,2063
2023-01-10 09:00:00,9,1,0,2031
2023-01-10 10:00:00,10,1,1,1524
2023-01-10 11:00:00,11,1,0,1917
2023-01-10 12:00:00,12,1,0,1695
2023-01-10 13:00:00,13,1,0,1679
2023-01-10 14:00:00,14,1,0,1467
2023-01-10 15:00:00,15,1,0,1153
2023-01-10 16:00:00,16,1,0,1376
2023-01-10 17:00:00,17,1,0,1015
2023-01-10 18:00:00,18,1,0,1013
2023-01-10 19:00:00,19,1,0,1125
2023-01-10 20:00:00,20,1,0,1176
2023-01-10 21:00:00,21,1,0,1486
2023-01-10 22:00:00,22,1,0,1432
2023-01-10 23:00:00,23,1,0,1695
2023-01-11 00:00:00,0,2,0,1643
2023-01-11 01:00:00,1,2,0,1861
2023-01-11 02:00:00,2,2,0,1997
2023-01-11 03:00:00,3,2,0,2123
2023-01-11 04:00:00,4,2,0,2086
2023-01-11 05:00:00,5,2,0,2145
2023-01-11 06:00:00,6,2,0,2170
2023-01-11 07:00:00,7,2,0,2017
2023-01-11 08:00:00,8,2,0,2124
2023-01-11 09:00:00,9,2,0,2015
2023-01-11 10:00:00,10,2,0,2008
2023-01-11 11:00:00,11,2,0,1838
2023-01-11 12:00:00,12,2,0,1833
2023-01-11 13:00:00,13,2,0,1577
2023-01-11 14:00:00,14,2,0,1393
2023-01-11 15:00:00,15,2,0,1352
2023-01-11 16:00:00,16,2,0,1339
2023-01-11 17:00:00,17,2,0,1039
2023-01-11 18:00:00,18,2,0,1128
2023-01-11 19:00:00,19,2,0,1147
2023-01-11 20:00:00,20,2,0,1308
2023-01-11 21:00:00,21,2,1,1099
2023-01-11 22:00:00,22,2,0,1460
2023-01-11 23:00:00,23,2,0,1322
2023-01-12 00:00:00,0,3,0,1534
2023-01-12 01:00:00,1,3,0,1805
2023-01-12 02:00:00,2,3,0,1899
2023-01-12 03:00:00,3,3,0,2054
2023-01-12 04:00:00,4,3,0,2086
2023-01-12 05:00:00,5,3,0,2336
2023-01-12 06:00:00,6,3,0,1970
2023-01-12 07:00:00,7,3,0,2213
2023-01-12 08:00:00,8,3,0,2215
2023-01-12 09:00:00,9,3,0,2123
2023-01-12 10:00:00,10,3,0,2028
2023-01-12 11:00:00,11,3,0,1922
2023-01-12 12:00:00,12,3,0,1639
2023-01-12 13:00:00,13,3,0,1460
2023-01-12 14:00:00,14,3,0,1246
2023-01-12 15:00:00,15,3,0,1310
2023-01-12 16:00:00,16,3,0,1189
2023-01-12 17:00:00,17,3,0,1333
2023-01-12 18:00:00,18,3,0,1171
2023-01-12 19:00:00,19,3,0,1113
2023-01-12 20:00:00,20,3,0,1148
2023-01-12 21:00:00,21,3,0,1545
2023-01-12 22:00:00,22,3,0,1447
2023-01-12 23:00:00,23,3,0,1492
2023-01-13 00:00:00,0,4,0,1712
2023-01-13 01:00:00,1,4,0,2019
2023-01-13 02:00:00,2,4,0,1911
2023-01-13 03:00:00,3,4,0,2122
2023-01-13 04:00:00,4,4,0,2251
2023-01-13 05:00:00,5,4,0,1993
2023-01-13 06:00:00,6,4,0,2136
2023-01-13 07:00:00,7,4,0,2289
2023-01-13 08:00:00,8,4,0,2063
2023-01-13 09:00:00,9,4,0,2095
2023-01-13 10:00:00,10,4,0,1874
2023-01-13 11:00:00,11,4,0,1784
2023-01-13 12:00:00,12,4,0,1643
2023-01-13 13:00:00,13,4,0,1634
2023-01-13 14:00:00,14,4,0,1470
2023-01-13 15:00:00,15,4,0,1356
2023-01-13 16:00:00,16,4,0,1517
2023-01-13 17:00:00,17,4,1,1091
2023-01-13 18:00:00,18,4,0,1001
2023-01-13 19:00:00,19,4,0,1172
2023-01-13 20:00:00,20,4,0,1509
2023-01-13 21:00:00,21,4,0,1288
2023-01-13 22:00:00,22,4,0,1658
2023-01-13 23:00:00,23,4,0,1527
2023-01-14 00:00:00,0,5,0,1276
2023-01-14 01:00:00,1,5,0,1515
2023-01-14 02:00:00,2,5,0,1540
2023-01-14 03:00:00,3,5,0,1703
2023-01-14 04:00:00,4,5,0,1890
2023-01-14 05:00:00,5,5,0,1858
2023-01-14 06:00:00,6,5,0,1814
2023-01-14 07:00:00,7,5,0,1950
2023-01-14 08:00:00,8,5,0,1820
2023-01-14 09:00:00,9,5,0,1580
2023-01-14 10:00:00,10,5,0,1748
2023-01-14 11:00:00,11,5,0,1493
2023-01-14 12:00:00,12,5,0,1278
2023-01-14 13:00:00,13,5,0,968
2023-01-14 14:00:00,14,5,0,912
2023-01-14 15:00:00,15,5,0,1116
2023-01-14 16:00:00,16,5,0,1040
2023-01-14 17:00:00,17,5,0,825
2023-01-14 18:00:00,18,5,0,622
2023-01-14 19:00:00,19,5,0,708
2023-01-14 20:00:00,20,5,0,704
2023-01-14 21:00:00,21,5,0,780
2023-01-14 22:00:00,22,5,0,1252
2023-01-14 23:00:00,23,5,0,1376
2023-01-15 00:00:00,0,6,0,1187
2023-01-15 01:00:00,1,6,0,1428
2023-01-15 02:00:00,2,6,0,1421
2023-01-15 03:00:00,3,6,0,1652
2023-01-15 04:00:00,4,6,0,1896
2023-01-15 05:00:00,5,6,0,1890
2023-01-15 06:00:00,6,6,0,1880
2023-01-15 07:00:00,7,6,0,1763
2023-01-15 08:00:00,8,6,0,1859
2023-01-15 09:00:00,9,6,0,1718
2023-01-15 10:00:00,10,6,0,1590
2023-01-15 11:00:00,11,6,0,1417
2023-01-15 12:00:00,12,6,0,1331
2023-01-15 13:00:00,13,6,0,1199
2023-01-15 14:00:00,14,6,0,995
2023-01-15 15:00:00,15,6,0,868
2023-01-15 16:00:00,16,6,0,767
2023-01-15 17:00:00,17,6,0,723
2023-01-15 18:00:00,18,6,0,781
2023-01-15 19:00:00,19,6,0,781
2023-01-15 20:00:00,20,6,0,804
2023-01-15 21:00:00,21,6,0,876
2023-01-15 22:00:00,22,6,0,1079
2023-01-15 23:00:00,23,6,0,1308
2023-01-16 00:00:00,0,0,0,1698
2023-01-16 01:00:00,1,0,0,1821
2023-01-16 02:00:00,2,0,0,1856
2023-01-16 03:00:00,3,0,0,2031
2023-01-16 04:00:00,4,0,0,2252
2023-01-16 05:00:00,5,0,0,2286
2023-01-16 06:00:00,6,0,0,2296
2023-01-16 07:00:00,7,0,0,2276
2023-01-16 08:00:00,8,0,0,2176
2023-01-16 09:00:00,9,0,0,2093
2023-01-16 10:00:00,10,0,0,1974
2023-01-16 11:00:00,11,0,0,1787
2023-01-16 12:00:00,12,0,0,1708
2023-01-16 13:00:00,13,0,0,1592
2023-01-16 14:00:00,14,0,0,1513
2023-01-16 15:00:00,15,0,0,1356
2023-01-16 16:00:00,16,0,0,1477
2023-01-16 17:00:00,17,0,0,1096
2023-01-16 18:00:00,18,0,0,1275
2023-01-16 19:00:00,19,0,0,1212
2023-01-16 20:00:00,20,0,0,1267
2023-01-16 21:00:00,21,0,0,1265
2023-01-16 22:00:00,22,0,0,1551
2023-01-16 23:00:00,23,0,0,1635
2023-01-17 00:00:00,0,1,0,1783
2023-01-17 01:00:00,1,1,0,1846
2023-01-17 02:00:00,2,1,0,1917
2023-01-17 03:00:00,3,1,0,2046
2023-01-17 04:00:00,4,1,0,2176
2023-01-17 05:00:00,5,1,0,1982
2023-01-17 06:00:00,6,1,1,1987
2023-01-17 07:00:00,7,1,0,2425
2023-01-17 08:00:00,8,1,0,2181
2023-01-17 09:00:00,9,1,0,2025
2023-01-17 10:00:00,10,1,0,1933
2023-01-17 11:00:00,11,1,0,1900
2023-01-17 12:00:00,12,1,0,1674
2023-01-17 13:00:00,13,1,0,1657
2023-01-17 14:00:00,14,1,0,1432
2023-01-17 15:00:00,15,1,0,1517
2023-01-17 16:00:00,16,1,0,1435
2023-01-17 17:00:00,17,1,0,1184
2023-01-17 18:00:00,18,1,0,1191
2023-01-17 19:00:00,19,1,0,1214
2023-01-17 20:00:00,20,1,0,1266
2023-01-17 21:00:00,21,1,0,1251
2023-01-17 22:00:00,22,1,0,1341
2023-01-17 23:00:00,23,1,0,1695
2023-01-18 00:00:00,0,2,0,1808
2023-01-18 01:00:00,1,2,0,1936
2023-01-18 02:00:00,2,2,0,1943
2023-01-18 03:00:00,3,2,0,2242
2023-01-18 04:00:00,4,2,0,2130
2023-01-18 05:00:00,5,2,0,2269
2023-01-18 06:00:00,6,2,0,2061
2023-01-18 07:00:00,7,2,0,2159
2023-01-18 08:00:00,8,2,0,2117
2023-01-18 09:00:00,9,2,0,2047
2023-01-18 10:00:00,10,2,0,1817
2023-01-18 11:00:00,11,2,0,1899
2023-01-18 12:00:00,12,2,0,1802
2023-01-18 13:00:00,13,2,0,1496
2023-01-18 14:00:00,14,2,0,1335
2023-01-18 15:00:00,15,2,0,1269
2023-01-18 16:00:00,16,2,0,1316
2023-01-18 17:00:00,17,2,0,1157
2023-01-18 18:00:00,18,2,0,1186
2023-01-18 19:00:00,19,2,0,1109
2023-01-18 20:00:00,20,2,0,1464
2023-01-18 21:00:00,21,2,0,1353
2023-01-18 22:00:00,22,2,0,1564
2023-01-18 23:00:00,23,2,0,1619
2023-01-19 00:00:00,0,3,0,1695
2023-01-19 01:00:00,1,3,0,1820
2023-01-19 02:00:00,2,3,0,1877
2023-01-19 03:00:00,3,3,0,2008
2023-01-19 04:00:00,4,3,0,2032
2023-01-19 05:00:00,5,3,0,2071
2023-01-19 06:00:00,6,3,0,2408
2023-01-19 07:00:00,7,3,0,2210
2023-01-19 08:00:00,8,3,0,2279
2023-01-19 09:00:00,9,3,1,1674
2023-01-19 10:00:00,10,3,0,1824
2023-01-19 11:00:00,11,3,0,1731
2023-01-19 12:00:00,12,3,0,1657
2023-01-19 13:00:00,13,3,0,1574
2023-01-19 14:00:00,14,3,1,1134
2023-01-19 15:00:00,15,3,0,1269
2023-01-19 16:00:00,16,3,0,1275
2023-01-19 17:00:00,17,3,0,1234
2023-01-19 18:00:00,18,3,0,1270
2023-01-19 19:00:00,19,3,0,1364
2023-01-19 20:00:00,20,3,0,1230
2023-01-19 21:00:00,21,3,0,1467
2023-01-19 22:00:00,22,3,0,1456
2023-01-19 23:00:00,23,3,0,1417
2023-01-20 00:00:00,0,4,0,1878
2023-01-20 01:00:00,1,4,0,2056
2023-01-20 02:00:00,2,4,0,2011
2023-01-20 03:00:00,3,4,0,2062
2023-01-20 04:00:00,4,4,0,2105
2023-01-20 05:00:00,5,4,0,2136
2023-01-20 06:00:00,6,4,0,2321
2023-01-20 07:00:00,7,4,0,2181
2023-01-20 08:00:00,8,4,0,2300
2023-01-20 09:00:00,9,4,0,2057
2023-01-20 10:00:00,10,4,0,1908
2023-01-20 11:00:00,11,4,0,1769
2023-01-20 12:00:00,12,4,0,1625
2023-01-20 13:00:00,13,4,0,1622
2023-01-20 14:00:00,14,4,0,1320
2023-01-20 15:00:00,15,4,0,1264
2023-01-20 16:00:00,16,4,0,1399
2023-01-20 17:00:00,17,4,0,1121
2023-01-20 18:00:00,18,4,0,1286
2023-01-20 19:00:00,19,4,1,710
2023-01-20 20:00:00,20,4,0,1411
2023-01-20 21:00:00,21,4,0,1219
2023-01-20 22:00:00,22,4,0,1362
2023-01-20 23:00:00,23,4,0,1638
2023-01-21 00:00:00,0,5,0,1327
2023-01-21 01:00:00,1,5,0,1518
2023-01-21 02:00:00,2,5,0,1422
2023-01-21 03:00:00,3,5,0,1624
2023-01-21 04:00:00,4,5,0,1671
2023-01-21 05:00:00,5,5,0,1671
2023-01-21 06:00:00,6,5,0,1859
2023-01-21 07:00:00,7,5,0,1877
2023-01-21 08:00:00,8,5,0,1699
2023-01-21 09:00:00,9,5,0,1805
2023-01-21 10:00:00,10,5,0,1471
2023-01-21 11:00:00,11,5,0,1579
2023-01-21 12:00:00,12,5,0,1356
2023-01-21 13:00:00,13,5,0,1048
2023-01-21 14:00:00,14,5,0,1248
2023-01-21 15:00:00,15,5,0,901
2023-01-21 16:00:00,16,5,0,987
2023-01-21 17:00:00,17,5,0,831
2023-01-21 18:00:00,18,5,1,537
2023-01-21 19:00:00,19,5,1,607
2023-01-21 20:00:00,20,5,0,951
2023-01-21 21:00:00,21,5,0,912
2023-01-21 22:00:00,22,5,0,1103
2023-01-21 23:00:00,23,5,0,1216
2023-01-22 00:00:00,0,6,0,1321
2023-01-22 01:00:00,1,6,0,1409
2023-01-22 02:00:00,2,6,0,1571
2023-01-22 03:00:00,3,6,0,1850
2023-01-22 04:00:00,4,6,0,1703
2023-01-22 05:00:00,5,6,0,1903
2023-01-22 06:00:00,6,6,0,1738
2023-01-22 07:00:00,7,6,0,1694
2023-01-22 08:00:00,8,6,0,2060
2023-01-22 09:00:00,9,6,0,1707
2023-01-22 10:00:00,10,6,0,1606
2023-01-22 11:00:00,11,6,0,1488
2023-01-22 12:00:00,12,6,0,1440
2023-01-22 13:00:00,13,6,0,1211
2023-01-22 14:00:00,14,6,1,831
2023-01-22 15:00:00,15,6,0,840
2023-01-22 16:00:00,16,6,0,965
2023-01-22 17:00:00,17,6,0,793
2023-01-22 18:00:00,18,6,0,867
2023-01-22 19:00:00,19,6,0,645
2023-01-22 20:00:00,20,6,0,930
2023-01-22 21:00:00,21,6,0,722
2023-01-22 22:00:00,22,6,0,1022
2023-01-22 23:00:00,23,6,0,1000
2023-01-23 00:00:00,0,0,0,1763
2023-01-23 01:00:00,1,0,0,1836
2023-01-23 02:00:00,2,0,0,1872
2023-01-23 03:00:00,3,0,1,1896
2023-01-23 04:00:00,4,0,1,1743
2023-01-23 05:00:00,5,0,0,1879
2023-01-23 06:00:00,6,0,0,2251
2023-01-23 07:00:00,7,0,0,2006
2023-01-23 08:00:00,8,0,0,2046
2023-01-23 09:00:00,9,0,0,2001
2023-01-23 10:00:00,10,0,0,1807
2023-01-23 11:00:00,11,0,0,1780
2023-01-23 12:00:00,12,0,0,1559
2023-01-23 13:00:00,13,0,0,1586
2023-01-23 14:00:00,14,0,0,1327
2023-01-23 15:00:00,15,0,0,1349
2023-01-23 16:00:00,16,0,0,1383
2023-01-23 17:00:00,17,0,0,1295
2023-01-23 18:00:00,18,0,0,1191
2023-01-23 19:00:00,19,0,0,1118
2023-01-23 20:00:00,20,0,0,1282
2023-01-23 21:00:00,21,0,0,1276
2023-01-23 22:00:00,22,0,0,1470
2023-01-23 23:00:00,23,0,0,1399
2023-01-24 00:00:00,0,1,0,1780
2023-01-24 01:00:00,1,1,0,1832
2023-01-24 02:00:00,2,1,0,2170
2023-01-24 03:00:00,3,1,0,2184
2023-01-24 04:00:00,4,1,0,2189
2023-01-24 05:00:00,5,1,0,2170
2023-01-24 06:00:00,6,1,0,2127
2023-01-24 07:00:00,7,1,0,2277
2023-01-24 08:00:00,8,1,0,2110
2023-01-24 09:00:00,9,1,0,2170
2023-01-24 10:00:00,10,1,0,1990
2023-01-24 11:00:00,11,1,0,1870
2023-01-24 12:00:00,12,1,0,1759
2023-01-24 13:00:00,13,1,0,1478
2023-01-24 14:00:00,14,1,0,1347
2023-01-24 15:00:00,15,1,0,1240
2023-01-24 16:00:00,16,1,0,1371
2023-01-24 17:00:00,17,1,0,1122
2023-01-24 18:00:00,18,1,0,1117
2023-01-24 19:00:00,19,1,0,1270
2023-01-24 20:00:00,20,1,0,1241
2023-01-24 21:00:00,21,1,0,1308
2023-01-24 22:00:00,22,1,0,1403
2023-01-24 23:00:00,23,1,0,1338
2023-01-25 00:00:00,0,2,0,1603
2023-01-25 01:00:00,1,2,0,1947
2023-01-25 02:00:00,2,2,0,1896
2023-01-25 03:00:00,3,2,0,1863
2023-01-25 04:00:00,4,2,0,2032
2023-01-25 05:00:00,5,2,1,1918
2023-01-25 06:00:00,6,2,0,2234
2023-01-25 07:00:00,7,2,0,2153
2023-01-25 08:00:00,8,2,0,2064
2023-01-25 09:00:00,9,2,0,1913
2023-01-25 10:00:00,10,2,0,1986
2023-01-25 11:00:00,11,2,0,1913
2023-01-25 12:00:00,12,2,0,1828
2023-01-25 13:00:00,13,2,0,1459
2023-01-25 14:00:00,14,2,0,1586
2023-01-25 15:00:00,15,2,0,1340
2023-01-25 16:00:00,16,2,0,1269
2023-01-25 17:00:00,17,2,0,1306
2023-01-25 18:00:00,18,2,0,1145
2023-01-25 19:00:00,19,2,0,1000
2023-01-25 20:00:00,20,2,0,1337
2023-01-25 21:00:00,21,2,0,1381
2023-01-25 22:00:00,22,2,0,1413
2023-01-25 23:00:00,23,2,0,1632
2023-01-26 00:00:00,0,3,0,1782
2023-01-26 01:00:00,1,3,0,1678
2023-01-26 02:00:00,2,3,0,1952
2023-01-26 03:00:00,3,3,0,1825
2023-01-26 04:00:00,4,3,0,2120
2023-01-26 05:00:00,5,3,0,2145
2023-01-26 06:00:00,6,3,0,2249
2023-01-26 07:00:00,7,3,0,2075
2023-01-26 08:00:00,8,3,0,2090
2023-01-26 09:00:00,9,3,0,1731
2023-01-26 10:00:00,10,3,0,2005
2023-01-26 11:00:00,11,3,0,1820
2023-01-26 12:00:00,12,3,0,1708
2023-01-26 13:00:00,13,3,0,1421
2023-01-26 14:00:00,14,3,0,1489
2023-01-26 15:00:00,15,3,0,1511
2023-01-26 16:00:00,16,3,0,1248
2023-01-26 17:00:00,17,3,0,1282
2023-01-26 18:00:00,18,3,0,1112
2023-01-26 19:00:00,19,3,0,1209
2023-01-26 20:00:00,20,3,0,1113
2023-01-26 21:00:00,21,3,0,1425
2023-01-26 22:00:00,22,3,0,1465
2023-01-26 23:00:00,23,3,0,1448
2023-01-27 00:00:00,0,4,0,1619
2023-01-27 01:00:00,1,4,0,1835
2023-01-27 02:00:00,2,4,0,2042
2023-01-27 03:00:00,3,4,0,2201
2023-01-27 04:00:00,4,4,0,2119
2023-01-27 05:00:00,5,4,0,2046
2023-01-27 06:00:00,6,4,0,2223
2023-01-27 07:00:00,7,4,0,2361
2023-01-27 08:00:00,8,4,0,1970
2023-01-27 09:00:00,9,4,0,1958
2023-01-27 10:00:00,10,4,0,2011
2023-01-27 11:00:00,11,4,0,1844
